imo,name,ship_type,fuel_kg_per_nm_consumption,c02_kg_per_nm_emissions
9636955,AIDAPRIMA,Passenger ship,386.84,1209.11
9636967,AIDAPERLA,Passenger ship,411.53,1307.5
9637076,ARDMORE SEAVANTAGE,Chemical tanker,82.1,257.65
9637088,ARDMORE SEAVANGUARD,Chemical tanker,95.4,298.73
9637117,DORIC PIONEER,Chemical tanker,79.47,249.55
9637129,DORIC BREEZE,Chemical tanker,87.37,274.64
9637131,GOLDENEYE (Bulk carrier),Bulk carrier,79.43,249.34
9637143,CRESTY,Bulk carrier,84.02,263.72
9637416,SAM HAWK,Bulk carrier,114.05,357.64
9637492,CLEAN OCEAN,LNG carrier,291.14,804.38
9637507,CLEAN PLANET,LNG carrier,309.49,856.82
9638070,IONIC SMYRNI,Bulk carrier,89.15,277.64
9638135,GIULIA I,Bulk carrier,85.14,266.04
9638147,CIELO DI MONACO,Bulk carrier,75.22,235.48
9638159,CIELO DI TOCOPILLA,Bulk carrier,72.09,225.54
9638408,SCHUYLER TRADER,Bulk carrier,81.87,256.86
9638422,PATIENCE LAKE,Bulk carrier,76.41,239.48
9638434,BELLE PLAINE,Bulk carrier,78.53,245.86
9638460,MORNING CALYPSO,Vehicle carrier,98.44,307.52
9638484,JOSCO JINZHOU,Bulk carrier,108.49,338.02
9638563,NAVE ATROPOS,Oil tanker,127.39,400.15
9638642,GENEVA QUEEN,Bulk carrier,115.59,361.29
9638678,ICARUS,Bulk carrier,110.69,346.12
9638769,ARKLOW BANK,General cargo ship,35.68,113.06
9638771,ARKLOW BAY,General cargo ship,34.04,107.6
9638783,ARKLOW BEACH,General cargo ship,31.14,98.6
9638795,ARKLOW BEACON,General cargo ship,37.39,118.49
9638800,ARKLOW BRAVE,General cargo ship,35.03,110.83
9638812,ARKLOW BREEZE,General cargo ship,29.14,92.17
9638824,AFRICAN JACANA,Bulk carrier,85.84,267.65
9638903,GASLOG SARATOGA,LNG carrier,270.01,744.54
9638915,GASLOG SALEM,LNG carrier,259.02,713.63
9639452,ZHI YUAN KOU,Other ship types,121.75,379.15
9639464,LOCH LOMOND,Bulk carrier,77.73,244.23
9639751,PRETTY SIGHT,Bulk carrier,79.88,250.26
9639763,PRETTY TEAM,Bulk carrier,73.57,229.83
9639775,PRETTY UNIVERSE,Bulk carrier,82.08,258.72
9639787,PRETTY VICTORY,Bulk carrier,80.75,252.66
9639907,CHIOS SUNRISE,Bulk carrier,92.07,287.88
9640023,COOL EXPLORER,LNG carrier,354.94,994.6
9640059,SANTA URSULA (Bulk carrier),Bulk carrier,88.77,279.7
9640061,BASIC QUEEN,Bulk carrier,76.26,238.25
9640097,LINCOLN PARK,Chemical tanker,85.45,266.9
9640102,GOLDEN RAY (Chemical tanker),Chemical tanker,83.02,260.26
9640138,CHEM AMSTERDAM,Chemical tanker,81.01,254.87
9640140,CHEM ROTTERDAM,Chemical tanker,75.76,237.96
9640499,VF TANKER-1,Oil tanker,83.76,262.6
9640504,VF TANKER2,Oil tanker,66.7,208.92
9640516,VF TANKER-3,Oil tanker,55.38,173.5
9640528,VF TANKER-4,Oil tanker,35.43,110.98
9640542,VF TANKER-6,Oil tanker,29.58,93.38
9640554,VF TANKER-7,Oil tanker,59.15,186.43
9640578,VF TANKER-9,Chemical tanker,36.38,114.36
9640580,CONSTRUCTOR ZHIVOTOVSKY,Chemical tanker,50.3,157.61
9640592,GLAD MARK,Bulk carrier,85.34,266.46
9640619,NEUTRINO,Bulk carrier,105.42,328.52
9640621,FURNESS VICTORIA,Bulk carrier,87.44,273.3
9640645,BW PAVILION LEEARA,LNG carrier,274,782.28
9640956,CSL TACOMA,Bulk carrier,92.34,288.38
9641235,KATHERINE,Container ship,231.68,726.02
9641314,LAGARFOSS,Container ship,100.97,317.17
9641675,LE SOLEAL,Passenger ship,90.87,287.16
9641704,SCORPIO (Bulk carrier),Bulk carrier,102.67,329.17
9641730,MEIN SCHIFF 3,Passenger ship,277.67,865.58
9641792,PREDATOR,Bulk carrier,82.82,260.51
9641833,WISDOM ACE,Vehicle carrier,109.88,343.33
9641857,SUNNY SMILE,Bulk carrier,108.41,337.57
9642019,OCEAN SPIRIT (Oil tanker),Oil tanker,95.21,299.71
9642045,JUMEIRAH BEACH,Bulk carrier,71.28,222.4
9642136,DIAMOND QUEEN,Bulk carrier,83.5,261.28
9642148,TAI SUCCESS,Bulk carrier,88.2,275.09
9642356,TRITON (Bulk carrier),Bulk carrier,108.34,338.88
9642368,ATLAS (Bulk carrier),Bulk carrier,111,347.51
9642382,HERCULES,Bulk carrier,108.55,339.85
9642394,MN CALAO,Ro-ro ship,95.29,296.78
9642409,MN TANGARA,Ro-ro ship,104.56,325.65
9643269,C. SPIRIT,Oil tanker,200.07,626
9643556,LAKE DAWN,Bulk carrier,116.8,365.81
9643623,THORCO LIVA,General cargo ship,63.4,198.89
9643805,CHIOS LUCK,Bulk carrier,69.62,218.08
9643879,HARVEST FROST,Bulk carrier,92.89,290.96
9643881,HARVEST TIME,Bulk carrier,103.19,323.3
9643893,HARVEST RAIN,Bulk carrier,89.93,281.75
9643908,FLAG GANGOS,Bulk carrier,98.52,308.02
9643958,ULTRA VANSCOY,Bulk carrier,81.89,258.4
9644055,GLOBAL ROUND,Bulk carrier,74.02,232.16
9644172,KENAN,Bulk carrier,317.35,993.15
9644184,SINOP,Bulk carrier,106.67,332.64
9644196,SIIRT,Bulk carrier,171.45,535.31
9644201,IZMIR,Bulk carrier,103.07,326.06
9644225,HAPPY LADY,Chemical tanker,97,304.69
9644237,ATHINA M,Chemical tanker,85.47,267.63
9644251,UNIVERSAL DURBAN,Bulk carrier,80.77,253.54
9644263,HUANGYAN SPIRIT,Bulk carrier,63.79,199.29
9644433,ALICE (Chemical tanker),Chemical tanker,94.55,297.88
9644483,FEDERAL TIBER,Bulk carrier,87.67,273.65
9644495,FEDERAL TAMBO,Bulk carrier,63.29,198.03
9644524,SAGA FORTUNE,General cargo ship,121.66,381.32
9644536,NORD SATURN,Bulk carrier,99.19,311.09
9644548,LBC EARTH,Bulk carrier,109.2,341.55
9644744,GENIUS STAR XII,Bulk carrier,50.74,158.78
9644835,NEWSEAS CRYSTAL,Bulk carrier,92.27,288.21
9645009,VF TANKER-11,Oil tanker,47.07,148.56
9645023,VF TANKER-13,Oil tanker,39.78,124.6
9645035,VF TANKER-14,Oil tanker,51.39,161.13
9645047,VF TANKER-15,Oil tanker,47,147.41
9645085,VF TANKER-19,Chemical tanker,40.63,127.31
9645114,VF TANKER-22,Oil tanker,41.05,129.7
9645396,SPIRIT OF MONTOIR,Ro-ro ship,90.39,530.1
9645401,AFFINITY V,Oil tanker,146.34,466.81
9645413,SPIRIT II,Oil tanker,160.23,506.99
9645425,AEGEAN DREAM,Oil tanker,151.1,472.94
9645437,AEGEAN VISION,Oil tanker,148.33,463.32
9645762,STI LE ROCHER,Oil tanker,90.84,284.69
9645786,STI FONTVIEILLE,Oil tanker,80.07,250.18
9645798,STI VILLE,Oil tanker,83.87,261.73
9645865,CSCL SUMMER,Container ship,195.9,610.99
9645970,ARCTIC AURORA,LNG carrier,268.08,764.33
9646429,GLORIEUSE,Bulk carrier,77.94,243.56
9646455,KHERRATA,General cargo ship,56.64,178.18
9646663,APOLLON (Bulk carrier),Bulk carrier,102.71,321.42
9646675,ORPHEUS,Bulk carrier,93.65,293.2
9646699,ARDENNES,Bulk carrier,85.69,268.12
9646716,AMORGOS,Bulk carrier,70.73,220.69
9646728,ABYSSINIAN,Bulk carrier,80.68,253.34
9646730,ASTURCON,Bulk carrier,76.41,239.61
9646742,AZTECA,Bulk carrier,74.21,232.33
9646780,HANZE GOTEBORG,Bulk carrier,81.92,257.65
9646900,LA RICHARDAIS,Bulk carrier,82.05,257.33
9647289,AMELIE,Bulk carrier,84.32,264.11
9647291,NORDIC NANJING,Bulk carrier,68.97,215.22
9647318,ENDURANCE (General cargo ship),General cargo ship,43.96,137.38
9647461,MSC HAMBURG,Container ship,368.49,1149.42
9647473,MSC VENICE,Container ship,379.01,1182.55
9648075,STRATEGIC ALLIANCE,Bulk carrier,142.08,443.96
9648087,STRATEGIC SYNERGY,Bulk carrier,79.36,247.93
9648099,STRATEGIC UNITY,Bulk carrier,70.56,221.51
9648104,STRATEGIC VENTURE,Bulk carrier,62.21,196.06
9648178,LEDA (General cargo ship),General cargo ship,19.64,61.89
9648788,GOLDEN ODYSSEY,Other ship types,131.21,420.65
9648843,BURHAN DIZMAN 3,General cargo ship,29.74,92.86
9648879,CAPE HENRY,Bulk carrier,96.14,300.68
9649079,DENSA SEA LION,Bulk carrier,61.08,191.74
9649146,VERRAZANE,Gas carrier,95.63,301.09
9649225,INGRID KNUTSEN,Oil tanker,293.82,941.99
9649328,ENERGY ATLANTIC,LNG carrier,227.21,649.01
9649536,ARKLOW SPIRIT,Bulk carrier,129.51,405.32
9649548,ARKLOW SPRAY,Bulk carrier,190.71,595.55
9649706,QI XIANG 22,Bulk carrier,107.24,335.73
9649873,NORDIC INCHEON,Bulk carrier,73.54,230.34
9649885,NORDIC BUSAN,Bulk carrier,64.32,201.17
9649976,AL-MOTHANNA,General cargo ship,82.49,258.78
9649988,AL-HADBAA,General cargo ship,90.97,284.43
9650042,MARAN GAS SPARTA,LNG carrier,292.03,857.36
9650054,MARAN GAS ALEXANDRIA,LNG carrier,292.61,821.81
9650133,KOUYOU,Bulk carrier,87.66,275.16
9650145,GLOBAL VENUS,Bulk carrier,91.41,284.96
9650157,ORIENT GRACE,Bulk carrier,89.64,279.68
9650169,HINODE MARU,Bulk carrier,96.53,300.67
9650171,KIRAN ANATOLIA,Bulk carrier,127,397.33
9650418,VIKING STAR,Passenger ship,254.28,798.38
9650420,VIKING SKY,Passenger ship,232.98,730.92
9650482,EXEBORG,General cargo ship,41.66,130.03
9650494,GREENERY SEA,Bulk carrier,77.6,242.65
9650585,FAIRMASTER,Other ship types,103.94,325.07
9650638,PERSEAS,Bulk carrier,100.08,313.79
9650779,FRONTIER YOUTH,Bulk carrier,134.64,420.14
9650872,STAR SUZANNA,Bulk carrier,107.69,338.03
9650949,LYUBOV,General cargo ship,31.58,99.62
9650999,NIMERTIS,Bulk carrier,55.98,174.54
9651541,ACADIA DESGAGNES,General cargo ship,52.83,165.49
9651553,MERCURIAL VIRGO,Bulk carrier,97.25,304.42
9652325,SAGITTARIUS OCEAN,Bulk carrier,71.33,223.44
9652507,SEAGULL WIND,Bulk carrier,82.68,257.54
9652519,GIORGOS CONFIDENCE,General cargo ship,71.34,222.77
9652571,TRUSTN TRADER I,Bulk carrier,97.87,305.23
9652583,TRUSTN TRADER II,Bulk carrier,99.33,310.07
9652741,KINGSTON,Gas carrier,76.94,242.18
9652753,KIRKBY,Gas carrier,57.68,180.65
9653185,KIRAN ADRIATIC,Bulk carrier,110.81,347.58
9653446,AL DASMA,Oil tanker,163.07,509.76
9653678,HOEGH GALLANT,LNG carrier,383.52,1056.1
9653812,YM EVEREST,General cargo ship,68.52,214.52
9654555,ARDMORE ENTERPRISE,Chemical tanker,97.79,307.47
9654567,ARDMORE ENDURANCE,Chemical tanker,92.89,291.82
9654579,ARDMORE ENCOUNTER,Oil tanker,89.49,280.25
9654701,GOLAR KELVIN,LNG carrier,519.86,1429.62
9654787,ARDMORE ENGINEER,Oil tanker,121.6,382.07
9654804,CAPE INDIA,Bulk carrier,132.89,415.66
9654878,SCF MELAMPUS,LNG carrier,322.91,897.15
9655169,CERULEAN,Other ship types,78.7,245.76
9655212,ABTENAUER,Bulk carrier,79.59,249.45
9655224,ALKYON,Bulk carrier,164.29,516.09
9655420,AFRICAN TEIST,Bulk carrier,63.15,197.96
9655444,CLEAN HORIZON,LNG carrier,199.81,551.01
9655456,CLEAN VISION,LNG carrier,255.34,706.33
9655509,SIBUR VORONEZH,Gas carrier,86.92,273.93
9655511,SIBUR TOBOL,Gas carrier,85.97,270.93
9655808,GOLAR TUNDRA,LNG carrier,538.75,1481.58
9655951,JULIANA,General cargo ship,59.24,186.31
9655987,CLEAROCEAN MARY,Oil tanker,90.52,283.7
9656022,BURGAN,Oil tanker,96.04,300.26
9656084,PUERTO ROSARIO,Bulk carrier,100.57,316.17
9656096,PORTO LEONE,Bulk carrier,106.12,332.74
9656400,SAKIZAYA ACE,Bulk carrier,92.87,289.78
9656498,ROLLDOCK STAR,Combination carrier,81.53,255.33
9656503,ROLLDOCK STORM,Combination carrier,104.98,328.74
9656541,SIDER COLOMBIA,General cargo ship,56.6,177.31
9656553,SIDER MOMPOX,General cargo ship,49.39,154.63
9656747,CLIPPER POSH,Gas carrier,138.55,431.52
9656890,FOS HAMILTON,Oil tanker,122.24,383.22
9657038,NAVE JUPITER,Oil tanker,94.01,294.94
9657052,NAVE VELOCITY,Oil tanker,180.43,566.42
9657478,FAIRCHEM SABRE,Chemical tanker,69.27,217.01
9657777,SAMSUN,Bulk carrier,107.25,337.42
9657789,KONYA,Bulk carrier,177.41,554.13
9657844,WUCHANG,Bulk carrier,45.29,142.63
9657856,WUCHOW,Bulk carrier,74.56,234.32
9657868,WUHU,Bulk carrier,78.78,248.73
9657870,WULIN,Bulk carrier,59.95,187.78
9658094,EEMS DUISBURG,General cargo ship,36.97,118.53
9658109,EEMS DUNDEE,General cargo ship,38.37,123.02
9658238,MARAN GAS MYSTRAS,LNG carrier,237.03,653.75
9658240,MARAN GAS TROY,LNG carrier,215.3,608.32
9658355,ECO DREAM,Gas carrier,42.27,131.71
9658367,ECO GREEN,Gas carrier,40.61,127.98
9658379,STI BERYL,Oil tanker,83.69,260.94
9658771,ASPRI,Bulk carrier,76.03,238.2
9658783,LEFKES,Bulk carrier,69.64,218.22
9658795,LOCH MELFORT,Bulk carrier,68.69,215.18
9658800,LOCH MAREE,Bulk carrier,60.88,190.62
9658874,CRYSTALIA,Bulk carrier,101.8,321.5
9658886,ATALANDI (Bulk carrier),Bulk carrier,101.13,320.32
9658898,FEDERAL TWEED,Bulk carrier,70.52,221.41
9658965,NORD EVEREST,Bulk carrier,103.63,327.51
9658977,FEDERAL TRIDENT,Bulk carrier,73.29,229.39
9658989,FEDERAL TAKASE,Bulk carrier,81.15,254.49
9659103,WAASMUNSTER,Gas carrier,118.71,373.9
9659127,WAREGEM,Gas carrier,117.59,366.21
9659189,ECO SPLENDOR,Bulk carrier,65.37,205.46
9659660,THE BLACKSMITH,Oil tanker,93.15,291.1
9659725,MARIA ENERGY,LNG carrier,162.36,452.28
9659737,BUNUN BRAVE,Bulk carrier,77.31,242.87
9659749,BUNUN CHAMPION,Bulk carrier,78.82,246.16
9659751,BUNUN ELEGANCE,Bulk carrier,77.13,241.09
9659787,POLA INDIAN,Bulk carrier,75.52,235.95
9659799,POLA LADOGA,Bulk carrier,74.79,234.07
9659828,LOWLANDS RISE,Bulk carrier,103.68,325.55
9659842,BULK MALAYSIA,Bulk carrier,93.91,294.95
9659854,WINNING MISSION,Bulk carrier,138.87,433.52
9659866,WINNING NATURE,Bulk carrier,145.96,455.07
9659892,OCEAN INNOVATION,Bulk carrier,68.27,213.94
9659919,NAVIOS MERCURY,Bulk carrier,75.39,236.03
9659921,ATLANTIC TRAMP,Bulk carrier,57.49,179.51
9660059,CRIMSON MAJESTY,Bulk carrier,71.22,222.48
9660061,CS JADEN,Bulk carrier,67.3,211.17
9660097,LOWLANDS BREEZE,Bulk carrier,95.53,298.3
9660126,ATLANTIC SPIRIT,Bulk carrier,81.29,254.3
9660152,ULTRA CAPE TOWN,Bulk carrier,50,156.49
9660358,AMAZON VICTORY,Oil tanker,110.56,346.16
9660360,AMAZON VIRTUE,Oil tanker,113.93,356.6
9660516,BAHRI ARASCO,Bulk carrier,102.87,320.94
9660592,MEDI YOKOHAMA,Bulk carrier,93.75,293.25
9660619,WESTERN SEATTLE,Bulk carrier,96.7,301.86
9660621,WESTERN HONOLULU,Bulk carrier,100.66,314.08
9660657,STENAWECO VENTURE,Oil tanker,83.07,259.98
9660798,HOEGH AMSTERDAM,Vehicle carrier,94.75,296.9
9661211,PHAIDRA,Bulk carrier,125.81,393.99
9661223,ELECTRA,Bulk carrier,126.88,398.47
9661235,MARJORIE K,Chemical tanker,97.75,307.2
9661247,JULIA L,Chemical tanker,103.34,325.15
9661259,HAPPY STAR,General cargo ship,100.29,315.44
9661857,CASTILLO DE PAMBRE,Oil tanker,49.77,155.49
9662019,ATLANTIC GAS,Gas carrier,92.38,289.85
9662021,ADRIATIC GAS,Gas carrier,87.22,272.52
9662318,DRAFTSLAYER,Bulk carrier,93,291.3
9662320,DODO,Bulk carrier,74.59,233.58
9662423,ASL LUNA,Bulk carrier,73.59,229.62
9662447,ZOE,Bulk carrier,89.64,279.94
9662485,AKOMENA,Bulk carrier,37.66,117.79
9663099,GH DANZERO,Bulk carrier,118.29,371.42
9663128,CLIPPER KALAVRYTA,Bulk carrier,96.15,300.54
9663233,SUN,Bulk carrier,91.98,287.91
9663245,CLEAR SKY,Bulk carrier,57.55,179.64
9663271,INCE POINT,Bulk carrier,60.46,188.39
9663283,ISLAND BAY,Bulk carrier,70.72,222.58
9663295,MORNING CAPO,Vehicle carrier,120.48,380.2
9663300,MORNING CHANT,Vehicle carrier,118.06,370.91
9663312,NORD KITAN,Bulk carrier,82.95,259.88
9663336,PEACE GARDEN,Bulk carrier,95.3,300.1
9663350,PEACE PEARL,Bulk carrier,110.99,345.68
9663362,AGRI BRIGHT,Bulk carrier,96.42,301.98
9663623,ALICIA,Bulk carrier,88.3,275.47
9663702,QING FENG LING,Bulk carrier,71.34,222.85
9663738,LENTIKIA,Bulk carrier,76.41,239.33
9663740,CIELO DI VIRGIN GORDA,Bulk carrier,63.62,198.44
9663776,CIELO DI VALPARAISO,Bulk carrier,70.05,219.02
9663817,FUAT BEY,Bulk carrier,67.44,210.79
9664720,GLADYS W,Chemical tanker,99.57,311.35
9664770,FRONT LION,Oil tanker,140.79,440.68
9664782,FRONT PANTHER,Oil tanker,137.41,430.51
9664794,FRONT PUMA,Oil tanker,143.3,447.39
9664809,FRONT TIGER,Oil tanker,134.99,422.08
9664873,NAVIOS JOY,Bulk carrier,161.87,504.57
9664926,KENNINGTON,Gas carrier,64.4,201.61
9664938,KILBURN,Gas carrier,72.16,227.02
9664964,IOLCOS FIGHTER,Bulk carrier,112.38,351.58
9665437,LOCH SEAFORTH,Ro-pax ship,78.29,250.98
9665554,SENTINEL,Bulk carrier,84.51,264.01
9665592,THALASSA HELLAS,Container ship,311.52,972.91
9665607,THALASSA PATRIS,Container ship,286.55,896.35
9665619,THALASSA PISTIS,Container ship,268.98,840.57
9665621,THALASSA ELPIDA,Container ship,311.71,974.33
9665633,THALASSA AVRA,Container ship,311.43,972.96
9665645,THALASSA NIKI,Container ship,281.91,881.64
9665841,TIBERIUS,Bulk carrier,67,210.32
9665932,IBIS WIND,Bulk carrier,91.49,286.03
9666027,SPRING COSMOS,Bulk carrier,80.64,252.03
9666041,SPRING RAINBOW,Bulk carrier,66.62,208.72
9666077,STENA IMPERATIVE,Chemical tanker,97.06,305.55
9666089,STENAWECO IMPULSE,Chemical tanker,100.76,316.23
9666429,AFRICAN HHB,Bulk carrier,73.68,231.06
9666431,AFRICAN KALMIA,Bulk carrier,67.69,212.48
9666443,AFRICAN LILY,Bulk carrier,67.6,212.15
9666455,AFRICAN MAGNOLIA,Bulk carrier,82.7,259.44
9666508,CHITOSE,Refrigerated cargo carrier,51.75,161.14
9666522,AFROESSA,Bulk carrier,93.7,292.24
9666560,ESSHU MARU,LNG carrier,255.36,744.29
9666998,LNG JUROJIN,LNG carrier,268.68,762.64
9667112,PALONA,Bulk carrier,97.89,306.25
9667150,THALASSA MANA,Container ship,294.16,919.48
9667162,THALASSA TYHI,Container ship,314.16,982.24
9667174,THALASSA DOXA,Container ship,300.98,940.49
9667186,THALASSA AXIA,Container ship,299.77,934.59
9667344,FREMANTLE HIGHWAY,Vehicle carrier,104.71,328.62
9667423,LOCOMOTION,Bulk carrier,74.03,232.44
9667435,ULTRA REGINA,Bulk carrier,95.39,297.2
9667447,CLIPPER TRITON,Bulk carrier,101.94,319.52
9667461,STENA IMPRESSION,Chemical tanker,105.08,330.29
9667473,STENA IMAGE,Chemical tanker,76.19,239.21
9667485,STENA IMPERIAL,Chemical tanker,95.63,299.09
9667497,STENA IMPORTANT,Chemical tanker,96.49,302.23
9667540,MISTRAL (Gas carrier),Gas carrier,129.99,406.87
9667576,ANDALUCIA,Bulk carrier,70.69,222.06
9667588,NORDIC DALIAN,Bulk carrier,82.96,259.35
9667722,CHISE BULKER,Bulk carrier,72.61,227.42
9667928,EVINOS,Chemical tanker,87.12,272.98
9667930,GLAFKOS (Chemical tanker),Chemical tanker,76.45,240.29
9667942,ARDMORE ENDEAVOUR,Chemical tanker,97.36,305.14
9668063,FEDERAL LYRA,Bulk carrier,75.22,235.54
9668312,PACIFIC CALM,Bulk carrier,72.58,228.19
9668348,NSU NEWSTAR,Bulk carrier,178.06,556.35
9668398,MARLIN V,Bulk carrier,88.58,277.09
9668403,GIORGOS DRACOPOULOS,Bulk carrier,94.82,296.57
9668491,NEPTUNE GALENE,Vehicle carrier,83.35,260.02
9668506,NEPTUNE THALASSA,Vehicle carrier,77.81,242.77
9668556,ULTRA VILLARICA,Bulk carrier,66.82,210.25
9668879,ATROTOS HERACLES,Bulk carrier,93.27,291.45
9668881,ALKIMOS HERACLES,Bulk carrier,100.75,315.19
9668908,TEAL BULKER,Bulk carrier,108.05,338.88
9668922,PELICAN ISLAND,Bulk carrier,535.13,1666.73
9668934,ULTRA TOLHUACA,Bulk carrier,86.05,269.7
9668960,JOLLY COBALTO,Container/ro-ro cargo ship,169.82,528.93
9668972,JOLLY VANADIO,Container/ro-ro cargo ship,183.82,572.74
9668984,JOLLY PALLADIO,Container/ro-ro cargo ship,177.36,552.46
9669029,MORNING POST,Ro-ro ship,122.04,382.24
9669031,MORNING PILOT,Ro-ro ship,116.15,366.17
9669330,AM ANNABA,Bulk carrier,100.4,315.27
9669342,AM ZENICA,Bulk carrier,102.53,321.88
9669380,ASIA RUBY II,Bulk carrier,101.68,316.72
9669627,TOKYO SPIRIT (Bulk carrier),Bulk carrier,92.33,288.66
9669653,CIELO DI GAETA,Chemical tanker,104.9,329.23
9669665,CIELO DI NEW YORK,Chemical tanker,109.38,344.06
9669902,BOW TRIUMPH,Chemical tanker,96.05,302.09
9669914,GREEN PLANET,Oil tanker,115.44,362.87
9669926,GREEN SEA,Oil tanker,101.42,317.76
9669938,STI DUCHESSA,Oil tanker,73.03,227.65
9670224,DOCKWISE WHITE MARLIN,Other ship types,235.97,744.11
9670420,BEN NEVIS,Bulk carrier,75.99,236.75
9670573,ATLANTIC STAR,Container/ro-ro cargo ship,187.84,586.05
9670585,ATLANTIC SAIL,Container/ro-ro cargo ship,181.16,565.47
9670597,ATLANTIC SEA,Container/ro-ro cargo ship,180.85,564.58
9670602,ATLANTIC SKY,Container/ro-ro cargo ship,170.39,531.71
9670614,ATLANTIC SUN,Container/ro-ro cargo ship,183.13,572.06
9670731,VENTURE GOAL,Bulk carrier,66.56,207.67
9670743,VENTURE LUCK,Bulk carrier,82.69,258.49
9670755,VENTURE HARMONY,Bulk carrier,83.43,261.13
9670767,VENTURE DYLAN,Bulk carrier,83.35,261.46
9670779,VENTURE SPIRIT,Bulk carrier,65.65,205.53
9670781,VENTURE JOY,Bulk carrier,78.6,246.64
9670846,HTC CHARLIE,Bulk carrier,96.98,303.84
9670901,AEOLOS (Bulk carrier),Bulk carrier,93.12,290.88
9670925,OCEANUS,Bulk carrier,101.83,317.41
9670937,NORD GERANIUM,Chemical tanker,88.68,277.74
9670949,NORD GARDENIA,Chemical tanker,108.82,341.32
9671058,FEDERAL CHAMPLAIN,Bulk carrier,64.1,201.66
9671060,FEDERAL CHURCHILL,Bulk carrier,65.07,204.99
9671072,FEDERAL CLYDE,Bulk carrier,60.19,189.74
9671084,FEDERAL COLUMBIA,Bulk carrier,68.18,215.31
9671096,FEDERAL CARIBOU,Bulk carrier,60.73,191.57
9671101,FEDERAL CEDAR,Bulk carrier,62.85,198.25
9671216,NAVIGATOR OBERON,Gas carrier,73.19,228.34
9671436,EEMSLIFT NADINE,General cargo ship,43.74,137.41
9671448,EEMSLIFT DAFNE,General cargo ship,43.98,137.8
9671450,ATLANTIC DAWN,General cargo ship,44.23,138.39
9671462,EEMSLIFT NELLI,General cargo ship,42.01,132.01
9671474,EEMSLIFT ELLEN,General cargo ship,45.65,143.15
9671486,EEMSLIFT HENDRIKA,General cargo ship,42.33,133
9671802,HAOYUE,Bulk carrier,131.92,414.79
9671826,ALPHA HERO,Bulk carrier,94.18,293.65
9672040,KMARIN BUSAN,Bulk carrier,106.87,334.02
9672088,GRANDE LAGOS,Container/ro-ro cargo ship,139.28,436.6
9672090,GRANDE TEMA,Container/ro-ro cargo ship,139.65,438.91
9672105,GRANDE COTONOU,Container/ro-ro cargo ship,134.72,423.2
9672404,GRAVITY HIGHWAY,Vehicle carrier,102.84,322.57
9672416,GENIUS HIGHWAY,Vehicle carrier,126.55,395.54
9673018,VIKING ADVENTURE,Vehicle carrier,105.29,329.37
9673020,VIKING BRAVERY,Vehicle carrier,117.76,368.72
9673173,THORCO LEGACY,Bulk carrier,58.15,182.11
9673197,THORCO LINEAGE,Bulk carrier,63.42,197.97
9673379,HOEGH JACKSONVILLE,Vehicle carrier,89.91,282.35
9673381,HOEGH JEDDAH,Vehicle carrier,104.72,328.72
9673513,RIO GRITA,Bulk carrier,105.41,329.95
9673525,RIO TAMARA,Bulk carrier,108.22,338.7
9673630,JOSITA B,Container ship,124.4,388.4
9673666,VIOLETA B,Container ship,121.33,378.62
9673678,FAIRCHEM SWORD,Chemical tanker,65.24,204.06
9673783,STAR NICOLE,Bulk carrier,83.27,260.35
9673824,CENTAURUS OCEAN,Bulk carrier,93.3,293.35
9673836,PUPPIS OCEAN,Bulk carrier,92.69,289.66
9673850,NUNAVIK,Bulk carrier,110.91,349.02
9674165,GLOVIS SPIRIT,Vehicle carrier,116.65,364.36
9674177,GLOVIS SUPREME,Vehicle carrier,111.58,348.08
9674189,GLOVIS SUPERIOR,Vehicle carrier,95.09,296.79
9674218,ORIENT IRIS,Bulk carrier,83.44,260.05
9674361,POLA ONEGA,Bulk carrier,71.21,224.16
9674373,POLA UGLICH,Bulk carrier,71.12,223.09
9674385,POLA MUROM,Bulk carrier,70.78,222.46
9674397,POLA PALEKH,Bulk carrier,68.3,215.12
9674713,HIGH FREEDOM,Chemical tanker,94.57,294.74
9674725,HIGH DISCOVERY,Chemical tanker,89.55,280.19
9674787,PACIFIC BULKER,Bulk carrier,69.38,217.03
9674799,ATLANTIC BULKER,Bulk carrier,63.64,198.45
9674828,HERBANIA,Chemical tanker,56.7,178.18
9674921,HAZAR,General cargo ship,65.52,204.67
9674933,ELAZIZ,General cargo ship,49.98,155.99
9675066,HAPPY ALBATROSS,Gas carrier,85.63,271.19
9675080,TAUGAS,Gas carrier,77.17,241.39
9675274,SANTA REGINA,Bulk carrier,92.18,289.11
9675391,ORANGE OCEAN,Refrigerated cargo carrier,87.79,274.11
9675406,ORANGE BLOSSOM 2,Refrigerated cargo carrier,85.23,265.97
9675494,BW COUGAR,Oil tanker,83.78,261.66
9675509,BW LIONESS,Oil tanker,96.06,300.64
9675561,GLOBE EXPLORER,Bulk carrier,59.79,187.48
9675573,GALVESTON HIGHWAY,Vehicle carrier,101.15,317.06
